amount_usd,currency,merchant_name,country,log_amount,velocity_10m,high_value,very_high_value,suspicious_merchant,off_hours,new_device,ip_risk,non_ng_context,is_risky
991.14,GBP,Spotify,NG,6.8999,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.0,GBP,Netflix,NG,1.7918,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.22,GBP,Stripe Demo Store,NG,3.1872,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25.96,GBP,Stripe Demo Store,NG,3.2944,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
49.33,GBP,Spotify,US,3.9187,2.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0
1057.86,EUR,Stripe Demo Store,NG,6.9649,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5.0,GBP,Shopify Merchant,US,1.7918,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
3556.42,EUR,Anonymous Crypto Mix,NG,8.1768,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
9.32,GBP,Netflix,RU,2.334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
33.64,USD,Amazon,NG,3.545,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
5.0,EUR,Amazon,RU,1.7918,2.0,0.0,0.0,0.0,1.0,0.0,0.45,1.0,1
14.68,EUR,XXX Test Casino,NG,2.7521,2.0,0.0,0.0,1.0,0.0,0.0,0.45,0.0,1
2102.18,EUR,Netflix,NG,7.6512,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6567.92,GBP,Netflix,NG,8.7901,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1
1291.17,GBP,Amazon,NG,7.1641,1.0,1.0,0.0,0.0,1.0,0.0,0.45,0.0,1
6.36,EUR,Apple,NG,1.9967,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6.54,GBP,Amazon,NG,2.0208,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
54.93,GBP,Shopify Merchant,NG,4.0241,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
21.56,USD,Apple,NG,3.1162,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
756.26,EUR,XXX Test Casino,NG,6.6297,10.0,1.0,0.0,1.0,1.0,0.0,0.45,0.0,1
9.18,USD,Amazon,RU,2.3207,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
21.55,USD,Amazon,NG,3.1159,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1913.52,EUR,Amazon,NG,7.5572,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
46.1,USD,Netflix,US,3.8523,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
135.57,EUR,Spotify,NG,4.9168,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
28.18,USD,Spotify,NG,3.3736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.88,GBP,Amazon,NG,2.6303,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,EUR,Stripe Demo Store,RU,1.7918,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
6.18,GBP,Shopify Merchant,NG,1.9709,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
59.64,GBP,Apple,NG,4.105,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1805.94,GBP,Anonymous Crypto Mix,NG,7.4994,5.0,1.0,0.0,1.0,0.0,0.0,0.45,0.0,1
593.19,GBP,Spotify,NG,6.3872,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
31.78,EUR,Netflix,NG,3.4897,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
56.69,GBP,Gambling Anonymous Hub,DE,4.0551,1.0,0.0,0.0,1.0,0.0,0.0,0.45,1.0,0
17.47,GBP,Shopify Merchant,DE,2.916,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
15.13,USD,Spotify,US,2.7807,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
21.12,GBP,Netflix,NG,3.0964,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12.94,GBP,Netflix,NG,2.6351,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
13.44,EUR,Netflix,NG,2.6701,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.8,GBP,Netflix,NG,3.325,3.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
22.87,EUR,Stripe Demo Store,NG,3.1725,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
89.31,EUR,Anonymous Crypto Mix,DE,4.5033,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
1079.73,USD,Shopify Merchant,NG,6.9854,3.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
44.96,USD,Stripe Demo Store,NG,3.8278,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.49,GBP,XXX Test Casino,NG,2.3503,5.0,0.0,0.0,1.0,0.0,0.0,0.45,0.0,1
1996.72,USD,Stripe Demo Store,RU,7.5998,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
12.11,GBP,Netflix,NG,2.5733,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
26.49,EUR,Netflix,NG,3.3139,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
5708.64,USD,Stripe Demo Store,NG,8.6499,1.0,1.0,1.0,0.0,1.0,1.0,0.45,0.0,1
20.8,USD,Amazon,NG,3.0819,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
108.32,USD,Stripe Demo Store,NG,4.6943,3.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
54.58,EUR,Netflix,NG,4.0177,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45.79,USD,Stripe Demo Store,CN,3.8457,2.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,1
34.3,EUR,Netflix,US,3.5637,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
69.02,GBP,Stripe Demo Store,NG,4.2487,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.35,GBP,Netflix,NG,2.1218,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
52.42,GBP,Amazon,NG,3.9781,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.04,EUR,Spotify,NG,2.4011,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
13.53,EUR,Netflix,NG,2.6763,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.75,USD,Apple,NG,3.426,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
2068.25,GBP,Apple,NG,7.6349,1.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
8.96,USD,Spotify,NG,2.2983,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
14.03,GBP,Stripe Demo Store,NG,2.7101,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
21.5,USD,Shopify Merchant,NG,3.1137,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
17.63,GBP,Shopify Merchant,DE,2.9247,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
36.52,USD,Shopify Merchant,RU,3.6248,3.0,0.0,0.0,0.0,1.0,0.0,0.45,1.0,1
222.55,USD,Apple,NG,5.4096,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
26.94,GBP,Netflix,DE,3.33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
1840.64,GBP,Netflix,US,7.5184,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0
8026.2,GBP,Dark Web Market,NG,8.9906,2.0,1.0,1.0,1.0,0.0,1.0,0.45,0.0,1
16.0,USD,Stripe Demo Store,NG,2.833,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
10.4,GBP,Anonymous Crypto Mix,NG,2.4336,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
27.86,EUR,Shopify Merchant,NG,3.3625,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
27.56,USD,Anonymous Crypto Mix,NG,3.3521,3.0,0.0,0.0,1.0,0.0,0.0,0.45,0.0,0
14.52,USD,Apple,NG,2.7424,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2157.72,GBP,Amazon,NG,7.6773,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
622.33,USD,Spotify,NG,6.4351,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1938.03,EUR,Apple,NG,7.5699,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31.42,USD,Amazon,US,3.4787,2.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0
6538.76,USD,Stripe Demo Store,NG,8.7857,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
49.12,EUR,Netflix,CN,3.9145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
27.11,EUR,Shopify Merchant,NG,3.3362,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
41.91,EUR,Amazon,NG,3.7592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2801.62,USD,Netflix,NG,7.9383,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
38.19,GBP,Spotify,NG,3.6685,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2259.14,USD,Spotify,NG,7.7232,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
57.92,EUR,Apple,NG,4.0761,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
8947.35,EUR,Anonymous Crypto Mix,NG,9.0992,1.0,1.0,1.0,1.0,0.0,0.0,0.45,0.0,1
10.64,EUR,Apple,NG,2.4548,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
35.74,EUR,Shopify Merchant,NG,3.6038,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5671.64,GBP,Apple,NG,8.6434,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
28.34,EUR,Stripe Demo Store,NG,3.3791,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
42.18,GBP,Shopify Merchant,DE,3.7653,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
13.42,GBP,Spotify,RU,2.6684,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
14.86,EUR,Shopify Merchant,NG,2.764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.47,USD,Stripe Demo Store,NG,2.3485,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
13.94,GBP,Netflix,NG,2.7042,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
14.23,EUR,Apple,NG,2.7231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1836.47,USD,Shopify Merchant,NG,7.5161,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
11.98,EUR,XXX Test Casino,RU,2.5638,4.0,0.0,0.0,1.0,0.0,1.0,0.45,1.0,1
16.61,USD,Spotify,NG,2.8687,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
16.47,EUR,Spotify,NG,2.8608,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
74.58,EUR,Apple,NG,4.3252,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
15.24,GBP,Amazon,NG,2.7876,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6739.9,EUR,Apple,NG,8.8159,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
3116.35,USD,XXX Test Casino,NG,8.0447,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
13.29,USD,Apple,CN,2.6598,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
6.09,GBP,Stripe Demo Store,NG,1.9589,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6.69,GBP,Spotify,NG,2.0394,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
8.63,GBP,Netflix,NG,2.2648,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
22.84,USD,Netflix,NG,3.1714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42.66,GBP,Amazon,CN,3.7765,1.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,1
5.75,USD,Netflix,NG,1.9097,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
13.68,EUR,Apple,NG,2.6862,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.72,USD,Stripe Demo Store,CN,2.1651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
16.69,USD,Amazon,NG,2.8732,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
42.65,EUR,Spotify,NG,3.7762,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
14.69,USD,Spotify,NG,2.753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
982.65,GBP,Apple,NG,6.8913,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
55.63,GBP,Stripe Demo Store,NG,4.0365,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27.68,GBP,Amazon,NG,3.356,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
11.8,GBP,Shopify Merchant,RU,2.5493,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
2185.14,GBP,Stripe Demo Store,DE,7.6899,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
11.25,USD,Anonymous Crypto Mix,NG,2.5058,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1975.66,EUR,Amazon,NG,7.5892,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1
3120.78,EUR,Apple,NG,8.0462,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
7.71,USD,Netflix,US,2.1649,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
22.71,USD,Dark Web Market,NG,3.1657,1.0,0.0,0.0,1.0,0.0,0.0,0.45,0.0,1
18.5,GBP,Apple,NG,2.9703,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6908.24,USD,Wallet Drain Services,CN,8.8406,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
35.94,EUR,Dark Web Market,RU,3.6094,1.0,0.0,0.0,1.0,0.0,1.0,0.45,1.0,1
5945.91,GBP,Apple,NG,8.6906,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
16.24,USD,Apple,US,2.8475,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
38.6,GBP,Shopify Merchant,NG,3.6789,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
10.9,EUR,Netflix,US,2.4766,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
7.97,EUR,Netflix,NG,2.1938,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
5.0,USD,Amazon,NG,1.7918,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.12,GBP,Apple,RU,3.0019,2.0,0.0,0.0,0.0,0.0,1.0,0.45,1.0,1
1664.42,GBP,Anonymous Crypto Mix,NG,7.4178,2.0,1.0,0.0,1.0,0.0,1.0,0.45,0.0,1
1747.69,GBP,Amazon,DE,7.4666,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
5.05,EUR,Amazon,NG,1.8007,3.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
12.77,GBP,Spotify,NG,2.6224,2.0,0.0,0.0,0.0,1.0,0.0,0.45,0.0,0
27.92,GBP,Stripe Demo Store,NG,3.3644,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1599.26,GBP,Shopify Merchant,US,7.3779,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
26.75,EUR,Stripe Demo Store,NG,3.3232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
602.27,USD,Netflix,NG,6.4024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.63,EUR,Amazon,NG,3.0267,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
30.47,GBP,Shopify Merchant,NG,3.4489,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
39.13,GBP,Spotify,NG,3.6922,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.43,USD,Netflix,NG,3.1104,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1596.39,GBP,Apple,NG,7.3761,2.0,1.0,0.0,0.0,1.0,0.0,0.45,0.0,1
14.58,GBP,Apple,NG,2.7457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
31.37,EUR,Spotify,NG,3.4772,2.0,0.0,0.0,0.0,1.0,0.0,0.45,0.0,1
7039.61,GBP,Amazon,NG,8.8595,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2647.82,USD,Stripe Demo Store,NG,7.8819,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1975.72,USD,Apple,DE,7.5892,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
18.68,USD,Wallet Drain Services,US,2.9798,3.0,0.0,0.0,1.0,0.0,0.0,0.45,1.0,0
9.91,EUR,Spotify,NG,2.3896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1881.08,GBP,Stripe Demo Store,NG,7.5401,2.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
28.92,EUR,Netflix,NG,3.3985,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
39.44,EUR,Apple,NG,3.6999,5.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
2367.77,USD,Dark Web Market,DE,7.7701,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
26.0,EUR,Amazon,NG,3.296,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
42.87,USD,Stripe Demo Store,RU,3.7813,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
2954.22,EUR,Dark Web Market,NG,7.9913,2.0,1.0,1.0,1.0,1.0,1.0,0.45,0.0,1
15.0,GBP,Amazon,NG,2.7729,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
10.38,GBP,Shopify Merchant,RU,2.4316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
21.26,GBP,Netflix,DE,3.1027,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
23.89,EUR,Shopify Merchant,NG,3.2145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.48,USD,Spotify,NG,3.1126,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
998.88,EUR,Amazon,CN,6.9076,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
1834.1,GBP,Shopify Merchant,NG,7.5149,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
27.0,GBP,Apple,DE,3.3322,3.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,1
27.93,EUR,Stripe Demo Store,NG,3.3648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1964.61,USD,Shopify Merchant,DE,7.5836,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
21.71,USD,Apple,NG,3.1227,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
65.07,USD,Spotify,NG,4.1907,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
12.97,USD,Amazon,NG,2.6372,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
49.25,EUR,Stripe Demo Store,NG,3.9171,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12.02,GBP,Shopify Merchant,NG,2.5661,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
43.65,EUR,Stripe Demo Store,NG,3.7989,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47.62,EUR,Gambling Anonymous Hub,NG,3.8841,1.0,0.0,0.0,1.0,1.0,1.0,0.45,0.0,0
16.36,EUR,Shopify Merchant,NG,2.8542,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
64.24,GBP,Netflix,NG,4.1781,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
27.89,USD,Spotify,NG,3.3636,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
10.87,GBP,Netflix,NG,2.4739,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
15.46,GBP,Shopify Merchant,NG,2.8008,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44.39,GBP,Stripe Demo Store,NG,3.8152,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
38.33,USD,Spotify,NG,3.6719,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.58,USD,Netflix,US,2.3587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
18.22,GBP,Netflix,RU,2.956,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
8263.43,EUR,Apple,CN,9.0197,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
14.08,EUR,Spotify,NG,2.7133,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
955.47,USD,Netflix,US,6.8633,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2584.02,USD,Shopify Merchant,NG,7.8575,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
19.23,EUR,Apple,NG,3.0074,3.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
46.23,GBP,Shopify Merchant,RU,3.855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1550.42,GBP,Shopify Merchant,NG,7.3469,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
40.66,USD,Apple,NG,3.7295,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6.25,EUR,Apple,NG,1.981,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
14.62,GBP,Amazon,NG,2.7486,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
41.86,EUR,Amazon,DE,3.758,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
60.29,GBP,Netflix,NG,4.1156,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
7597.58,USD,Shopify Merchant,NG,8.9357,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
6841.69,EUR,Gambling Anonymous Hub,NG,8.8309,6.0,1.0,1.0,1.0,0.0,1.0,0.45,0.0,1
29.88,USD,Stripe Demo Store,RU,3.4301,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
12.99,GBP,Apple,NG,2.6381,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
16.64,USD,Netflix,NG,2.8703,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1381.45,EUR,Spotify,NG,7.2316,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13.72,USD,Shopify Merchant,NG,2.6895,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
6468.21,USD,Amazon,US,8.7748,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1
1430.96,EUR,Stripe Demo Store,NG,7.2668,3.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
20.23,USD,Netflix,NG,3.0552,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
5.45,EUR,Apple,NG,1.8641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1727.4,USD,Shopify Merchant,NG,7.4549,1.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
7.58,EUR,Netflix,NG,2.1495,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
63.3,USD,Shopify Merchant,DE,4.1636,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
968.77,USD,Netflix,RU,6.8771,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
9.58,GBP,Stripe Demo Store,DE,2.3586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
24.04,USD,Apple,NG,3.2205,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
10.25,EUR,Shopify Merchant,DE,2.4208,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
16.18,EUR,Apple,NG,2.8435,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8843.03,USD,Spotify,NG,9.0875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
14.49,USD,Apple,CN,2.7401,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
16.44,EUR,Apple,US,2.8588,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
10.38,USD,Shopify Merchant,NG,2.4322,3.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
3821.31,USD,Wallet Drain Services,NG,8.2486,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
5.0,GBP,Spotify,NG,1.7918,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1984.7,USD,Netflix,NG,7.5937,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
19.45,USD,Amazon,DE,3.018,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1337.16,GBP,Spotify,NG,7.199,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6976.34,USD,Shopify Merchant,NG,8.8504,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
2084.34,EUR,Shopify Merchant,NG,7.6427,1.0,1.0,0.0,0.0,0.0,1.0,0.45,0.0,1
5726.24,USD,Wallet Drain Services,NG,8.653,2.0,1.0,1.0,1.0,0.0,0.0,0.45,0.0,0
86.96,EUR,Shopify Merchant,NG,4.4769,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1613.02,USD,Netflix,NG,7.3865,1.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
49.5,EUR,Stripe Demo Store,NG,3.922,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22.31,GBP,Apple,NG,3.1487,3.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
1555.59,EUR,Amazon,NG,7.3503,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4316.25,GBP,XXX Test Casino,NG,8.3704,2.0,1.0,1.0,1.0,1.0,1.0,0.45,0.0,0
19.62,GBP,Apple,NG,3.0263,4.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
23.24,EUR,Shopify Merchant,NG,3.188,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
10.55,USD,Gambling Anonymous Hub,RU,2.4465,2.0,0.0,0.0,1.0,0.0,1.0,0.45,1.0,1
17.05,USD,Spotify,RU,2.8932,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
11.71,EUR,Stripe Demo Store,NG,2.5425,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
8.58,GBP,Stripe Demo Store,NG,2.2597,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
